Date,Open,High,Low,Close
06/23/15,11146.58,11167.04,11131.02,11149.36
06/22/15,11104.66,11170.82,11104.66,11129.61
06/19/15,11080.29,11092.30,11037.93,11038.96
06/18/15,11032.48,11137.40,11032.48,11100.47
06/17/15,11009.48,11040.98,10950.11,11013.66
06/16/15,10940.45,11000.58,10927.12,10997.66
06/15/15,10942.51,10967.60,10898.47,10949.54
06/12/15,11037.34,11037.34,10989.82,11009.91
06/11/15,11072.53,11101.13,11055.88,11080.51
06/10/15,10960.09,11080.71,10960.09,11057.99
06/09/15,10918.24,10943.31,10882.81,10915.64
06/08/15,10975.23,10975.22,10916.89,10917.82
06/05/15,10982.05,11009.10,10924.56,10979.33
06/04/15,11062.13,11095.02,10989.43,11000.39
06/03/15,11101.87,11147.81,11082.00,11107.93
06/02/15,11057.14,11117.60,11027.81,11080.89
06/01/15,11081.67,11093.34,11023.28,11061.68
05/29/15,11116.21,11117.16,11033.06,11056.31
05/28/15,11128.76,11135.96,11075.67,11132.74
05/27/15,11076.26,11155.19,11069.15,11143.35
05/26/15,11197.60,11197.60,11042.88,11065.32
05/22/15,11213.94,11225.06,11197.67,11197.68
05/21/15,11212.52,11254.87,11206.46,11239.67
05/20/15,11221.41,11246.69,11196.54,11210.24
05/19/15,11214.43,11232.47,11195.56,11213.15
05/18/15,11207.02,11236.79,11192.63,11227.89
05/15/15,11202.98,11228.69,11172.67,11228.35
05/14/15,11163.95,11208.75,11161.65,11207.33
05/13/15,11131.53,11165.80,11103.10,11117.00
05/12/15,11106.10,11136.72,11058.98,11113.17
05/11/15,11182.12,11198.44,11134.18,11140.74
05/08/15,11138.65,11205.96,11138.65,11196.50
05/07/15,10997.92,11051.98,10961.18,11036.40
05/06/15,11082.06,11098.21,10963.14,11015.99
05/05/15,11171.51,11180.21,11039.97,11049.34
05/04/15,11154.99,11192.88,11154.98,11173.28
05/01/15,11074.95,11141.02,11072.99,11140.36
04/30/15,11116.72,11127.91,11013.66,11049.74
04/29/15,11161.95,11185.59,11117.32,11154.11
04/28/15,11165.07,11204.16,11105.41,11203.08
04/27/15,11226.42,11248.99,11160.52,11167.31
04/24/15,11199.94,11207.81,11172.43,11192.93
04/23/15,11128.15,11221.14,11118.93,11191.48
